Respondent_ID,Age,Gender,Region,Segment,Primary_Passion,Secondary_Passion,Key_Behavior_1,Key_Behavior_2,Social_Media_Hours_Day,Online_Shopping_Month,Avg_Order_Value,Brand_Switches_Year,Influencer_Trust,Sustainability_Score,Price_Sensitivity,Quality_Willingness_Pay,Experience_Over_Things,TikTok_User,Instagram_User,YouTube_Hours_Week,Podcast_Listener,Traditional_TV,Fast_Fashion_Buyer,Resale_Platform_User,Subscription_Services,Impulse_Buyer_Score
GZ00793,24,Non-binary,Alberta,Digital Natives,Gaming,Gaming,High online shopping,Influencer-driven,2.9,5,117.34,10,3,1,2,3,2,1,1,6.5,0,0,0,0,3,1
GZ00794,18,Female,Atlantic,Experience Seekers,Food,Travel,Spend on experiences,FOMO-driven,3.8,9,128.83,8,2,4,4,3,3,0,0,10.9,1,1,0,1,4,2
GZ00795,22,Male,Alberta,Digital Natives,Streaming,Social Media,High online shopping,Influencer-driven,2.5,10,64.19,10,2,1,2,2,5,1,1,9.2,0,0,1,1,7,2
GZ00796,20,Female,Manitoba,Creative Expressors,Art,Fashion,Brand as identity,Unique purchases,4.3,4,79.18,6,2,5,5,1,2,0,1,27.5,0,1,0,0,3,1
GZ00797,19,Male,Quebec,Eco Warriors,Organic Food,Organic Food,Buy sustainable,Conscious consumption,3.5,16,153.05,8,5,5,4,4,1,0,0,10.9,0,0,0,0,0,2
GZ00798,25,Male,Territories,Wellness Focused,Fitness,Mental Health,Premium health products,Self-care priority,6.0,3,195.33,8,2,5,2,5,5,1,0,17.1,0,0,1,0,2,3
GZ00799,24,Male,Manitoba,Eco Warriors,Organic Food,Environment,Buy sustainable,Conscious consumption,2.9,7,139.92,13,1,2,3,4,4,1,1,22.1,0,1,0,1,7,5
GZ00800,20,Male,Saskatchewan,Creative Expressors,Self-Expression,Art,Brand as identity,Unique purchases,5.2,15,98.64,12,2,2,1,5,2,0,1,7.9,0,1,1,1,2,3
GZ00801,19,Male,Atlantic,Creative Expressors,Art,Fashion,Brand as identity,Unique purchases,3.2,4,82.56,13,2,3,1,2,5,1,1,28.1,0,1,1,0,7,2
GZ00802,18,Non-binary,British Columbia,Wellness Focused,Nutrition,Fitness,Premium health products,Self-care priority,2.8,13,179.64,2,1,2,2,5,2,0,1,14.0,1,0,0,0,2,4
GZ00803,20,Male,Saskatchewan,Eco Warriors,Organic Food,Environment,Buy sustainable,Conscious consumption,7.6,5,71.96,9,3,5,4,1,5,1,0,21.0,0,1,0,0,0,3
GZ00804,21,Male,Territories,Experience Seekers,Food,Travel,Spend on experiences,FOMO-driven,7.8,7,160.99,0,4,4,2,5,1,1,0,15.9,1,0,1,1,0,1
GZ00805,18,Male,Saskatchewan,Experience Seekers,Music Festivals,Food,Spend on experiences,FOMO-driven,2.8,14,57.41,14,5,2,3,1,4,1,1,15.6,1,1,1,1,6,3
GZ00806,24,Non-binary,Atlantic,Experience Seekers,Food,Music Festivals,Spend on experiences,FOMO-driven,4.6,4,39.62,13,4,4,1,2,2,0,1,27.5,1,1,0,0,4,2
GZ00807,21,Male,Atlantic,Wellness Focused,Mental Health,Mindfulness,Premium health products,Self-care priority,2.2,8,169.88,12,2,3,2,2,2,1,1,7.2,0,1,1,1,6,5
GZ00808,25,Female,Territories,Eco Warriors,Environment,Organic Food,Buy sustainable,Conscious consumption,2.2,17,116.62,1,3,2,1,5,5,1,1,8.8,0,0,0,0,6,5
GZ00809,25,Female,Ontario,Digital Natives,Tech,Social Media,High online shopping,Influencer-driven,7.2,6,100.8,12,2,5,2,5,2,1,1,21.9,1,0,1,0,5,2
GZ00810,22,Female,Ontario,Digital Natives,Social Media,Social Media,High online shopping,Influencer-driven,5.7,4,178.92,2,1,1,5,1,3,1,1,7.3,0,1,0,1,7,4
GZ00811,22,Female,Quebec,Eco Warriors,Activism,Organic Food,Buy sustainable,Conscious consumption,7.4,4,62.82,14,3,3,1,2,5,0,0,27.9,1,0,0,0,5,2
GZ00812,21,Male,Alberta,Experience Seekers,Food,Music Festivals,Spend on experiences,FOMO-driven,2.5,10,147.44,14,2,3,2,2,5,1,1,20.1,0,1,1,0,0,1
GZ00813,22,Male,Atlantic,Creative Expressors,Art,Self-Expression,Brand as identity,Unique purchases,7.3,8,112.74,11,5,5,3,2,5,1,1,25.1,1,1,1,1,4,5
GZ00814,23,Non-binary,Saskatchewan,Creative Expressors,Self-Expression,Art,Brand as identity,Unique purchases,2.7,17,54.67,12,2,4,1,5,1,0,1,30.0,0,0,1,1,1,3
GZ00815,22,Non-binary,British Columbia,Creative Expressors,Self-Expression,Art,Brand as identity,Unique purchases,5.3,6,163.65,6,2,1,5,3,5,0,0,15.2,0,1,0,0,6,5
GZ00816,25,Non-binary,Alberta,Eco Warriors,Activism,Environment,Buy sustainable,Conscious consumption,5.9,11,40.12,10,4,1,2,2,4,1,1,29.5,0,1,1,1,2,2
GZ00817,23,Male,Manitoba,Creative Expressors,Art,Fashion,Brand as identity,Unique purchases,6.5,4,182.14,12,4,4,4,4,5,1,1,27.8,1,0,0,0,7,4
GZ00818,19,Female,Alberta,Side Hustlers,Entrepreneurship,Entrepreneurship,Value-conscious,ROI-focused,5.4,19,155.2,5,2,5,4,5,3,0,1,24.8,0,0,0,0,1,2
GZ00819,24,Female,Manitoba,Digital Natives,Streaming,Streaming,High online shopping,Influencer-driven,7.9,16,100.84,4,3,3,4,3,3,0,0,9.7,1,1,1,1,5,4
GZ00820,22,Male,Alberta,Experience Seekers,Music Festivals,Food,Spend on experiences,FOMO-driven,5.6,9,167.83,1,1,5,1,1,1,1,0,9.4,0,1,0,0,5,4
GZ00821,19,Female,Alberta,Creative Expressors,Self-Expression,Music,Brand as identity,Unique purchases,4.4,19,193.52,12,1,5,5,1,2,0,1,13.5,0,0,0,0,5,2
GZ00822,19,Male,Territories,Wellness Focused,Mindfulness,Mental Health,Premium health products,Self-care priority,4.9,7,80.81,8,1,3,2,3,1,0,1,29.7,0,1,1,1,0,3
GZ00823,18,Male,Territories,Experience Seekers,Travel,Food,Spend on experiences,FOMO-driven,5.4,13,112.33,13,4,4,2,3,4,1,1,10.4,0,0,0,1,2,2
GZ00824,23,Male,Alberta,Eco Warriors,Sustainability,Activism,Buy sustainable,Conscious consumption,7.7,12,191.85,13,2,1,2,5,2,0,0,20.4,1,0,1,0,0,1
GZ00825,24,Female,Territories,Eco Warriors,Environment,Sustainability,Buy sustainable,Conscious consumption,4.7,5,130.6,1,3,5,2,4,5,0,1,10.4,0,1,0,1,2,4
GZ00826,20,Female,Ontario,Side Hustlers,Finance,Learning,Value-conscious,ROI-focused,2.2,5,67.69,2,2,2,5,2,2,1,0,8.7,0,1,0,0,6,5
GZ00827,18,Male,Territories,Side Hustlers,Finance,Finance,Value-conscious,ROI-focused,4.4,7,92.15,12,5,5,5,5,4,0,1,25.0,0,0,0,1,3,4
GZ00828,21,Male,Alberta,Experience Seekers,Food,Adventure,Spend on experiences,FOMO-driven,4.7,4,196.59,5,3,4,4,5,4,0,0,13.8,0,0,0,1,1,4
GZ00829,25,Non-binary,Territories,Side Hustlers,Personal Growth,Entrepreneurship,Value-conscious,ROI-focused,7.6,10,96.19,12,2,3,2,1,2,1,1,26.9,1,0,0,0,6,2
GZ00830,22,Male,Ontario,Eco Warriors,Activism,Sustainability,Buy sustainable,Conscious consumption,7.8,10,31.74,2,5,5,4,3,2,1,0,7.0,1,1,0,0,1,2
GZ00831,24,Female,Quebec,Creative Expressors,Music,Art,Brand as identity,Unique purchases,2.0,11,132.51,10,3,1,4,4,3,0,1,17.6,1,1,1,1,4,2
GZ00832,25,Female,Saskatchewan,Experience Seekers,Travel,Food,Spend on experiences,FOMO-driven,6.9,7,131.68,0,3,3,3,4,5,0,1,17.8,1,0,1,1,5,4
GZ00833,23,Male,Atlantic,Eco Warriors,Activism,Organic Food,Buy sustainable,Conscious consumption,7.2,11,44.87,9,2,4,2,4,1,1,0,12.1,1,0,1,1,2,3
GZ00834,24,Non-binary,Quebec,Digital Natives,Streaming,Social Media,High online shopping,Influencer-driven,7.5,18,126.69,11,4,3,2,2,1,0,1,26.5,0,1,1,0,2,1
GZ00835,25,Non-binary,Manitoba,Creative Expressors,Self-Expression,Music,Brand as identity,Unique purchases,6.1,11,76.61,0,3,1,2,3,3,0,1,18.4,1,1,0,1,5,3
GZ00836,25,Male,Manitoba,Side Hustlers,Entrepreneurship,Learning,Value-conscious,ROI-focused,5.7,6,135.5,10,5,2,3,4,2,1,1,14.4,1,0,1,1,0,2
GZ00837,22,Non-binary,Saskatchewan,Side Hustlers,Personal Growth,Learning,Value-conscious,ROI-focused,6.1,13,126.05,6,2,5,1,2,2,1,0,26.0,0,0,1,1,1,4
GZ00838,19,Non-binary,British Columbia,Wellness Focused,Mindfulness,Nutrition,Premium health products,Self-care priority,3.7,19,88.83,5,5,3,5,3,3,0,1,23.2,0,1,1,0,4,4
GZ00839,22,Female,Ontario,Wellness Focused,Fitness,Mental Health,Premium health products,Self-care priority,8.0,6,182.27,3,1,2,4,4,4,1,0,6.3,0,1,1,1,3,1
GZ00840,23,Non-binary,British Columbia,Creative Expressors,Fashion,Music,Brand as identity,Unique purchases,4.6,3,163.28,7,1,2,3,2,3,1,0,29.1,1,1,0,1,4,2
GZ00841,22,Female,Alberta,Digital Natives,Tech,Streaming,High online shopping,Influencer-driven,3.7,6,140.31,1,3,4,3,1,3,0,1,25.1,1,1,0,1,2,2
GZ00842,21,Non-binary,British Columbia,Creative Expressors,Art,Music,Brand as identity,Unique purchases,7.0,2,34.87,3,1,1,5,5,3,0,1,10.8,0,1,1,0,7,4
GZ00843,21,Female,Atlantic,Eco Warriors,Activism,Environment,Buy sustainable,Conscious consumption,7.7,18,69.95,9,1,4,4,5,2,0,0,9.7,0,0,0,1,6,2
GZ00844,22,Non-binary,Saskatchewan,Wellness Focused,Fitness,Nutrition,Premium health products,Self-care priority,8.0,4,183.51,9,5,3,4,1,5,0,0,26.8,1,0,1,1,5,3
GZ00845,25,Male,Ontario,Wellness Focused,Fitness,Nutrition,Premium health products,Self-care priority,5.6,10,111.2,8,4,3,2,2,2,1,0,9.6,1,0,0,0,7,2
GZ00846,20,Female,Quebec,Eco Warriors,Environment,Activism,Buy sustainable,Conscious consumption,5.5,11,117.78,10,4,3,1,5,5,1,0,25.4,0,1,1,1,1,3
GZ00847,18,Non-binary,Territories,Side Hustlers,Learning,Entrepreneurship,Value-conscious,ROI-focused,6.5,5,48.5,9,2,5,1,2,5,1,0,6.4,1,0,0,1,0,3
GZ00848,21,Female,Quebec,Experience Seekers,Food,Music Festivals,Spend on experiences,FOMO-driven,5.9,3,40.54,5,4,1,1,2,4,0,1,20.8,0,0,1,0,5,2
GZ00849,23,Non-binary,Territories,Creative Expressors,Fashion,Fashion,Brand as identity,Unique purchases,6.3,9,121.89,6,4,3,3,2,2,0,1,6.2,1,0,1,0,2,3
GZ00850,21,Non-binary,Territories,Side Hustlers,Learning,Finance,Value-conscious,ROI-focused,2.4,7,127.63,9,4,5,4,1,3,0,1,8.9,1,1,1,0,7,2
GZ00851,22,Female,Manitoba,Creative Expressors,Fashion,Self-Expression,Brand as identity,Unique purchases,4.7,7,130.59,11,5,5,2,3,3,1,0,9.2,0,1,1,1,7,5
GZ00852,22,Female,British Columbia,Digital Natives,Tech,Streaming,High online shopping,Influencer-driven,3.9,11,89.42,4,1,5,4,5,1,0,0,19.6,1,0,1,0,6,4
GZ00853,20,Male,Manitoba,Wellness Focused,Mental Health,Fitness,Premium health products,Self-care priority,6.1,3,136.11,6,5,2,4,1,5,0,0,16.2,0,0,0,0,6,2
GZ00854,25,Non-binary,Ontario,Experience Seekers,Travel,Adventure,Spend on experiences,FOMO-driven,4.9,5,45.56,5,2,3,5,4,3,0,0,13.1,0,0,1,1,0,4
GZ00855,21,Female,Saskatchewan,Side Hustlers,Learning,Learning,Value-conscious,ROI-focused,6.3,19,121.58,13,2,5,1,5,2,1,0,21.8,1,1,0,1,7,1
GZ00856,22,Non-binary,Atlantic,Creative Expressors,Self-Expression,Art,Brand as identity,Unique purchases,4.0,14,171.55,3,5,3,2,3,5,1,1,19.9,1,0,0,0,2,5
GZ00857,19,Non-binary,Manitoba,Wellness Focused,Nutrition,Mindfulness,Premium health products,Self-care priority,2.5,5,144.4,7,5,4,2,2,3,1,1,23.4,1,1,1,1,4,4
GZ00858,19,Female,Atlantic,Creative Expressors,Self-Expression,Fashion,Brand as identity,Unique purchases,4.8,12,57.01,6,1,3,1,4,5,1,1,17.5,0,1,0,0,1,1
GZ00859,19,Non-binary,Saskatchewan,Side Hustlers,Finance,Learning,Value-conscious,ROI-focused,3.3,11,116.08,3,3,4,1,1,5,1,1,25.0,1,0,0,1,0,3
GZ00860,20,Male,Manitoba,Experience Seekers,Adventure,Music Festivals,Spend on experiences,FOMO-driven,7.5,10,155.71,8,5,5,5,1,4,1,0,25.3,1,1,1,1,3,4
GZ00861,24,Male,Ontario,Eco Warriors,Activism,Sustainability,Buy sustainable,Conscious consumption,4.5,18,64.71,3,3,3,1,2,4,1,0,5.5,1,0,1,0,3,4
GZ00862,22,Non-binary,Atlantic,Creative Expressors,Fashion,Art,Brand as identity,Unique purchases,2.2,5,131.81,13,2,5,5,4,3,0,1,17.3,1,0,1,1,2,3
GZ00863,19,Male,Ontario,Wellness Focused,Mental Health,Mental Health,Premium health products,Self-care priority,4.0,11,58.01,2,1,3,1,3,4,0,1,16.4,0,0,0,0,5,5
GZ00864,24,Non-binary,Alberta,Side Hustlers,Finance,Finance,Value-conscious,ROI-focused,4.7,14,147.19,1,4,5,2,4,3,0,0,7.2,0,0,1,0,7,3
GZ00865,18,Female,Manitoba,Wellness Focused,Nutrition,Nutrition,Premium health products,Self-care priority,4.3,14,189.19,11,2,2,1,1,2,1,1,25.8,1,0,1,1,3,2
GZ00866,23,Non-binary,Atlantic,Eco Warriors,Sustainability,Organic Food,Buy sustainable,Conscious consumption,7.2,2,76.34,11,5,2,5,1,5,0,1,12.3,0,1,1,1,1,4
GZ00867,25,Female,Alberta,Experience Seekers,Food,Travel,Spend on experiences,FOMO-driven,7.0,5,89.14,4,5,1,5,4,5,1,0,22.3,1,0,0,1,1,2
GZ00868,20,Female,Atlantic,Experience Seekers,Adventure,Music Festivals,Spend on experiences,FOMO-driven,5.4,9,150.65,13,4,2,5,1,5,0,1,26.0,1,1,0,1,1,2
GZ00869,22,Non-binary,British Columbia,Creative Expressors,Fashion,Self-Expression,Brand as identity,Unique purchases,7.7,5,82.72,3,1,2,1,4,4,0,0,9.0,0,1,0,1,3,2
GZ00870,24,Non-binary,Manitoba,Wellness Focused,Mindfulness,Mindfulness,Premium health products,Self-care priority,5.6,2,44.32,7,2,5,1,4,1,0,0,15.7,1,1,0,1,5,2
GZ00871,20,Female,Quebec,Side Hustlers,Learning,Learning,Value-conscious,ROI-focused,4.1,9,116.45,7,1,1,4,1,5,0,1,26.9,1,0,0,0,5,5
GZ00872,22,Non-binary,Territories,Eco Warriors,Sustainability,Sustainability,Buy sustainable,Conscious consumption,5.7,2,171.68,8,4,5,4,1,4,1,0,8.2,0,0,1,0,7,3
GZ00873,21,Male,Quebec,Digital Natives,Streaming,Gaming,High online shopping,Influencer-driven,4.8,6,106.97,13,2,4,4,1,4,0,1,7.8,1,1,0,1,7,4
GZ00874,21,Female,Atlantic,Creative Expressors,Music,Music,Brand as identity,Unique purchases,6.1,11,144.97,11,1,3,2,4,1,0,0,10.6,1,1,1,1,3,5
GZ00875,19,Non-binary,Alberta,Eco Warriors,Environment,Organic Food,Buy sustainable,Conscious consumption,2.5,15,98.21,2,5,5,2,1,4,0,0,12.3,1,0,0,1,5,3
GZ00876,21,Female,Alberta,Eco Warriors,Sustainability,Organic Food,Buy sustainable,Conscious consumption,6.7,10,186.95,9,2,1,1,5,4,0,0,13.2,0,1,1,1,2,4
GZ00877,25,Non-binary,Manitoba,Side Hustlers,Entrepreneurship,Personal Growth,Value-conscious,ROI-focused,6.9,13,158.95,14,4,4,3,5,4,0,0,7.6,0,1,1,0,1,4
GZ00878,24,Male,Territories,Experience Seekers,Food,Food,Spend on experiences,FOMO-driven,3.6,8,146.39,11,2,4,4,4,5,0,0,25.2,0,0,0,1,4,2
GZ00879,22,Male,Manitoba,Digital Natives,Streaming,Gaming,High online shopping,Influencer-driven,7.2,4,55.2,9,2,5,2,3,4,1,0,22.8,0,0,0,1,3,5
GZ00880,23,Male,British Columbia,Wellness Focused,Mental Health,Nutrition,Premium health products,Self-care priority,6.0,17,179.73,3,5,3,1,4,1,0,0,15.3,1,1,0,1,6,3
GZ00881,25,Female,Saskatchewan,Wellness Focused,Nutrition,Mindfulness,Premium health products,Self-care priority,4.8,14,154.76,9,5,4,5,3,3,1,0,25.5,1,0,1,1,3,3
GZ00882,25,Male,Saskatchewan,Wellness Focused,Nutrition,Nutrition,Premium health products,Self-care priority,5.8,15,181.14,8,1,2,3,4,5,0,1,16.7,1,0,0,1,7,2
GZ00883,25,Female,Quebec,Wellness Focused,Nutrition,Mental Health,Premium health products,Self-care priority,7.0,18,183.59,7,4,5,4,3,1,0,0,22.5,1,0,1,0,1,1
GZ00884,20,Male,Saskatchewan,Eco Warriors,Sustainability,Sustainability,Buy sustainable,Conscious consumption,3.2,3,54.03,3,1,2,5,5,1,0,1,11.0,0,0,0,1,2,5
GZ00885,19,Female,Saskatchewan,Eco Warriors,Environment,Organic Food,Buy sustainable,Conscious consumption,5.3,16,76.94,14,4,3,2,4,2,1,1,15.4,0,0,0,0,6,3
GZ00886,25,Non-binary,Ontario,Side Hustlers,Finance,Learning,Value-conscious,ROI-focused,4.9,7,101.99,7,4,4,2,5,1,0,0,10.6,0,1,1,0,7,3
GZ00887,18,Non-binary,Saskatchewan,Side Hustlers,Personal Growth,Learning,Value-conscious,ROI-focused,5.7,2,48.14,0,5,5,1,4,5,0,1,25.7,0,0,0,1,3,5
GZ00888,18,Male,British Columbia,Creative Expressors,Art,Self-Expression,Brand as identity,Unique purchases,7.2,8,62.21,7,3,2,3,5,4,1,0,7.0,0,0,1,1,6,4
GZ00889,22,Female,Manitoba,Eco Warriors,Environment,Activism,Buy sustainable,Conscious consumption,2.3,4,148.26,9,5,5,4,3,3,1,1,29.1,1,0,0,1,3,1
GZ00890,20,Male,Manitoba,Side Hustlers,Finance,Finance,Value-conscious,ROI-focused,2.6,16,102.35,0,4,2,1,4,2,0,0,9.6,1,0,0,1,6,2
GZ00891,23,Non-binary,Alberta,Wellness Focused,Nutrition,Mental Health,Premium health products,Self-care priority,2.5,16,33.81,11,3,5,2,5,4,1,0,9.4,1,1,1,0,5,4
GZ00892,19,Non-binary,Alberta,Digital Natives,Social Media,Streaming,High online shopping,Influencer-driven,4.5,13,142.56,8,5,4,2,1,1,0,0,12.8,0,0,0,0,6,4
GZ00893,21,Female,Alberta,Creative Expressors,Music,Fashion,Brand as identity,Unique purchases,4.3,3,132.65,2,4,4,2,3,2,1,1,25.8,1,1,1,1,0,4
GZ00894,23,Non-binary,Atlantic,Experience Seekers,Travel,Adventure,Spend on experiences,FOMO-driven,5.5,8,171.74,6,3,4,4,1,3,0,1,24.6,1,0,0,1,6,3
GZ00895,21,Female,Alberta,Experience Seekers,Music Festivals,Music Festivals,Spend on experiences,FOMO-driven,6.0,3,61.2,8,3,5,5,2,2,1,1,5.2,1,1,1,0,4,1
GZ00896,19,Female,Atlantic,Experience Seekers,Music Festivals,Food,Spend on experiences,FOMO-driven,6.8,8,112.37,0,1,5,2,3,4,0,1,26.8,1,1,0,1,5,3
GZ00897,21,Non-binary,Saskatchewan,Digital Natives,Gaming,Tech,High online shopping,Influencer-driven,3.3,12,43.67,9,2,2,1,3,5,1,1,17.6,1,1,1,1,6,4
GZ00898,25,Male,Ontario,Wellness Focused,Mental Health,Mental Health,Premium health products,Self-care priority,4.4,19,44.79,5,4,3,1,2,3,1,1,29.9,0,0,1,1,0,5
GZ00899,24,Female,British Columbia,Side Hustlers,Entrepreneurship,Entrepreneurship,Value-conscious,ROI-focused,3.9,10,113.99,13,5,1,4,1,5,0,0,27.6,0,1,0,1,2,4
GZ00900,25,Female,Territories,Experience Seekers,Food,Music Festivals,Spend on experiences,FOMO-driven,3.1,15,180.57,14,3,2,1,3,3,1,0,29.6,0,1,1,1,3,2
GZ00901,18,Female,Quebec,Digital Natives,Streaming,Social Media,High online shopping,Influencer-driven,5.7,16,172.4,2,4,3,5,1,4,1,1,14.3,0,0,0,1,4,5
GZ00902,22,Non-binary,Quebec,Digital Natives,Social Media,Tech,High online shopping,Influencer-driven,5.0,18,102.64,13,4,1,4,1,1,0,0,22.4,0,0,0,0,5,3
GZ00903,25,Non-binary,British Columbia,Experience Seekers,Food,Music Festivals,Spend on experiences,FOMO-driven,3.9,14,67.68,11,1,1,4,3,1,0,0,14.0,1,0,0,1,5,1
GZ00904,18,Female,British Columbia,Side Hustlers,Personal Growth,Entrepreneurship,Value-conscious,ROI-focused,3.6,18,97.23,2,1,2,1,2,5,1,1,16.5,1,0,0,1,3,5
GZ00905,22,Male,Manitoba,Side Hustlers,Learning,Learning,Value-conscious,ROI-focused,7.4,14,77.59,1,5,2,5,3,2,1,0,21.5,0,1,0,1,3,4
GZ00906,24,Female,Atlantic,Experience Seekers,Adventure,Adventure,Spend on experiences,FOMO-driven,4.2,8,50.64,0,5,5,5,4,5,1,0,14.2,1,0,1,0,0,3
GZ00907,25,Female,British Columbia,Side Hustlers,Personal Growth,Entrepreneurship,Value-conscious,ROI-focused,7.2,9,79.58,1,2,1,2,1,5,1,1,21.0,0,1,1,0,6,4
GZ00908,18,Female,British Columbia,Side Hustlers,Learning,Learning,Value-conscious,ROI-focused,6.1,7,129.82,10,5,5,2,5,3,0,0,13.4,0,1,1,0,0,1
GZ00909,25,Male,Manitoba,Wellness Focused,Mindfulness,Mental Health,Premium health products,Self-care priority,7.3,17,150.74,1,1,2,2,4,3,1,0,29.4,1,1,0,0,4,3
GZ00910,21,Non-binary,Alberta,Creative Expressors,Fashion,Fashion,Brand as identity,Unique purchases,3.6,14,72.86,0,1,2,2,2,5,1,1,18.8,1,0,0,1,0,2
GZ00911,24,Female,Atlantic,Digital Natives,Gaming,Gaming,High online shopping,Influencer-driven,5.6,15,182.17,7,4,4,4,2,5,1,1,15.0,0,1,1,0,6,4
GZ00912,19,Female,Manitoba,Experience Seekers,Travel,Music Festivals,Spend on experiences,FOMO-driven,6.8,8,58.06,14,3,4,4,2,3,1,0,27.0,1,1,1,0,2,3
GZ00913,22,Non-binary,Manitoba,Eco Warriors,Organic Food,Sustainability,Buy sustainable,Conscious consumption,4.5,19,34.28,3,4,5,5,2,4,0,0,29.6,0,0,0,0,6,1
GZ00914,22,Non-binary,Alberta,Wellness Focused,Nutrition,Mindfulness,Premium health products,Self-care priority,5.1,18,59.06,1,3,1,3,3,4,1,0,24.7,0,0,1,1,3,5
GZ00915,25,Male,Ontario,Side Hustlers,Entrepreneurship,Finance,Value-conscious,ROI-focused,2.2,11,76.6,1,1,2,2,5,4,0,0,23.8,0,1,0,0,4,1
GZ00916,25,Female,British Columbia,Side Hustlers,Entrepreneurship,Entrepreneurship,Value-conscious,ROI-focused,3.4,14,188.68,10,2,1,3,5,2,0,0,23.0,0,1,0,0,0,1
GZ00917,23,Male,Alberta,Digital Natives,Tech,Social Media,High online shopping,Influencer-driven,2.1,17,51.37,5,1,4,2,1,3,0,1,19.3,0,0,0,0,5,5
GZ00918,22,Male,British Columbia,Wellness Focused,Mental Health,Fitness,Premium health products,Self-care priority,5.8,10,182.45,0,3,2,2,3,4,1,1,19.6,0,0,0,0,4,1
GZ00919,23,Female,Ontario,Side Hustlers,Finance,Entrepreneurship,Value-conscious,ROI-focused,6.7,17,44.97,11,3,1,5,5,4,1,1,28.3,1,1,0,0,5,4
GZ00920,20,Male,Quebec,Creative Expressors,Art,Self-Expression,Brand as identity,Unique purchases,7.7,9,74.53,13,3,1,2,5,4,1,1,27.7,0,0,1,1,7,1
GZ00921,23,Male,Manitoba,Side Hustlers,Finance,Learning,Value-conscious,ROI-focused,5.3,13,168.65,10,4,1,2,3,2,0,1,19.7,0,1,1,1,3,3
GZ00922,22,Female,Quebec,Experience Seekers,Travel,Adventure,Spend on experiences,FOMO-driven,7.1,7,133.31,10,5,2,1,3,4,0,1,13.5,0,0,1,0,2,3
GZ00923,23,Male,Ontario,Side Hustlers,Personal Growth,Entrepreneurship,Value-conscious,ROI-focused,2.1,18,113.46,11,3,3,1,3,2,0,0,6.8,0,0,1,0,7,3
GZ00924,22,Male,British Columbia,Eco Warriors,Sustainability,Activism,Buy sustainable,Conscious consumption,7.8,11,65.41,0,5,5,4,1,4,0,0,11.1,1,0,0,1,2,2
GZ00925,21,Male,Alberta,Creative Expressors,Music,Fashion,Brand as identity,Unique purchases,5.0,13,178.34,7,2,5,4,5,4,0,1,23.2,1,0,1,0,2,4
GZ00926,25,Male,British Columbia,Creative Expressors,Art,Music,Brand as identity,Unique purchases,5.2,8,121.71,6,5,3,1,4,5,0,0,15.4,1,1,1,1,2,5
GZ00927,18,Non-binary,Alberta,Eco Warriors,Environment,Activism,Buy sustainable,Conscious consumption,5.9,2,195.65,1,5,2,4,3,5,1,0,20.6,0,0,1,1,3,2
GZ00928,25,Male,Quebec,Side Hustlers,Learning,Learning,Value-conscious,ROI-focused,3.8,19,178.9,0,3,5,1,3,1,1,0,23.7,0,0,1,0,5,4
GZ00929,21,Male,Atlantic,Experience Seekers,Food,Music Festivals,Spend on experiences,FOMO-driven,4.6,17,54.4,6,1,2,1,5,4,1,1,21.1,0,0,0,0,2,2
GZ00930,24,Non-binary,Manitoba,Digital Natives,Gaming,Tech,High online shopping,Influencer-driven,7.2,16,133.13,1,2,4,2,1,3,1,0,14.4,0,1,0,1,5,3
GZ00931,21,Male,Manitoba,Eco Warriors,Sustainability,Sustainability,Buy sustainable,Conscious consumption,2.6,10,54.18,4,4,4,1,3,4,1,0,16.2,1,1,1,0,0,1
GZ00932,18,Female,Saskatchewan,Side Hustlers,Finance,Personal Growth,Value-conscious,ROI-focused,2.9,7,83.3,3,4,3,3,2,5,1,1,22.2,1,0,0,1,7,1
GZ00933,21,Female,Atlantic,Side Hustlers,Learning,Learning,Value-conscious,ROI-focused,5.1,10,176.0,3,4,2,3,3,3,0,0,20.6,0,0,1,1,4,1
GZ00934,24,Non-binary,Manitoba,Experience Seekers,Travel,Food,Spend on experiences,FOMO-driven,6.9,11,85.15,3,1,2,4,2,5,0,1,10.8,1,0,0,1,7,2
GZ00935,23,Female,British Columbia,Eco Warriors,Activism,Activism,Buy sustainable,Conscious consumption,7.6,15,67.07,9,2,5,2,1,3,0,0,16.7,0,0,0,0,2,4
GZ00936,23,Male,Saskatchewan,Eco Warriors,Sustainability,Sustainability,Buy sustainable,Conscious consumption,6.0,7,74.28,0,5,3,4,3,3,0,0,29.5,0,1,0,1,7,1
GZ00937,23,Female,Ontario,Eco Warriors,Sustainability,Sustainability,Buy sustainable,Conscious consumption,4.2,18,139.35,3,3,3,2,4,4,1,0,14.5,0,1,0,1,1,1
GZ00938,19,Male,Quebec,Experience Seekers,Adventure,Food,Spend on experiences,FOMO-driven,4.8,12,149.23,14,1,3,4,2,2,1,0,24.0,0,1,0,1,5,1
GZ00939,20,Non-binary,Saskatchewan,Experience Seekers,Adventure,Adventure,Spend on experiences,FOMO-driven,6.0,8,108.94,0,4,5,1,2,1,1,0,10.6,0,0,1,0,7,5
GZ00940,18,Non-binary,Ontario,Wellness Focused,Nutrition,Nutrition,Premium health products,Self-care priority,5.6,8,91.03,4,3,3,4,3,4,0,0,8.1,0,0,0,0,3,2
